	text	pos
1449	별도의	[('별도', 'NNG'), ('의', 'JKG')]
1450	지역은	[('지역', 'NNG'), ('은', 'JX')]
1451	박물	[('박무', 'NNP'), ('ㄹ', 'JKO')]
1452	##에다	[('#', 'SW'), ('#', 'SW'), ('에다', 'JKB')]
1453	사랑을	[('사랑', 'NNG'), ('을', 'JKO')]
1454	회의에서	[('회의', 'NNG'), ('에서', 'JKB')]
1455	이상으로	[('이상', 'NNG'), ('으로', 'JKB')]
1456	사회의	[('사회', 'NNG'), ('의', 'JKG')]
1457	불만을	[('불만', 'NNG'), ('을', 'JKO')]
1458	발의	[('발', 'NNG'), ('의', 'JKG')]
1459	병원에서	[('병원', 'NNG'), ('에서', 'JKB')]
1460	준비를	[('준비', 'NNG'), ('를', 'JKO')]
1461	현장에	[('현장', 'NNG'), ('에', 'JKB')]
1462	##북도	[('#', 'SW'), ('#', 'SW'), ('북', 'NNP'), ('도', 'JX')]
1463	##위원장은	[('#', 'SW'), ('#', 'SW'), ('위원장', 'NNG'), ('은', 'JX')]
1464	자신들의	[('자신', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
1465	##에서만	[('#', 'SW'), ('#', 'SW'), ('에서', 'JKB'), ('만', 'JX')]
1466	##남도	[('#', 'SW'), ('#', 'SW'), ('남', 'NNP'), ('도', 'JX')]
1467	조만	[('조', 'NNB'), ('만', 'JX')]
1468	일정을	[('일정', 'NNG'), ('을', 'JKO')]
1469	##함과	[('#', 'SW'), ('#', 'SW'), ('함', 'NNG'), ('과', 'JC')]
1470	##파를	[('#', 'SW'), ('#', 'SW'), ('파', 'NNG'), ('를', 'JKO')]
1471	사고로	[('사고', 'NNG'), ('로', 'JKB')]
1472	한국과	[('한국', 'NNP'), ('과', 'JC')]
1473	행위를	[('행위', 'NNG'), ('를', 'JKO')]
1474	분야에서	[('분야', 'NNG'), ('에서', 'JKB')]
1475	미래를	[('미래', 'NNG'), ('를', 'JKO')]
1476	이걸	[('이거', 'NP'), ('ㄹ', 'JKO')]
1477	중에는	[('중', 'NNB'), ('에', 'JKB'), ('는', 'JX')]
1478	세금을	[('세금', 'NNG'), ('을', 'JKO')]
1479	나라의	[('나라', 'NNG'), ('의', 'JKG')]
1480	##보다도	[('#', 'SW'), ('#', 'SW'), ('보다', 'JKB'), ('도', 'JX')]
1481	##절을	[('#', 'SW'), ('#', 'SW'), ('절', 'NNG'), ('을', 'JKO')]
1482	고개를	[('고개', 'NNG'), ('를', 'JKO')]
1483	개인의	[('개인', 'NNG'), ('의', 'JKG')]
1484	이것을	[('이것', 'NP'), ('을', 'JKO')]
1485	##해서는	[('#', 'SW'), ('#', 'SW'), ('해서', 'NNP'), ('는', 'JX')]
1486	의원을	[('의원', 'NNG'), ('을', 'JKO')]
1487	##니의	[('#', 'SW'), ('#', 'SW'), ('니', 'NP'), ('의', 'JKG')]
1488	##나를	[('#', 'SW'), ('#', 'SW'), ('나', 'NP'), ('를', 'JKO')]
1489	전까지	[('전', 'NNG'), ('까지', 'JX')]
1490	##실의	[('#', 'SW'), ('#', 'SW'), ('실', 'NNP'), ('의', 'JKG')]
1491	##로도	[('#', 'SW'), ('#', 'SW'), ('로', 'JKB'), ('도', 'JX')]
1492	오늘은	[('오늘', 'NNG'), ('은', 'JX')]
1493	차량을	[('차량', 'NNG'), ('을', 'JKO')]
1494	##서와	[('#', 'SW'), ('#', 'SW'), ('서', 'NNP'), ('와', 'JC')]
1495	꿈을	[('꿈', 'NNG'), ('을', 'JKO')]
1496	시기에	[('시기', 'NNG'), ('에', 'JKB')]
1497	##위원회의	[('#', 'SW'), ('#', 'SW'), ('위원회', 'NNP'), ('의', 'JKG')]
1498	##해지는	[('#', 'SW'), ('#', 'SW'), ('해지', 'NNP'), ('는', 'JX')]
1499	의원과	[('의원', 'NNG'), ('과', 'JC')]
1500	어두	[('어', 'NNG'), ('두', 'JX')]
1501	주변에	[('주변', 'NNG'), ('에', 'JKB')]
1502	우승을	[('우승', 'NNG'), ('을', 'JKO')]
1503	눈길을	[('눈길', 'NNG'), ('을', 'JKO')]
1504	곳을	[('곳', 'NNG'), ('을', 'JKO')]
1505	##견을	[('#', 'SW'), ('#', 'SW'), ('견', 'NNG'), ('을', 'JKO')]
1506	모습으로	[('모습', 'NNG'), ('으로', 'JKB')]
1507	방법은	[('방법', 'NNG'), ('은', 'JX')]
1508	문제의	[('문제', 'NNG'), ('의', 'JKG')]
1509	##점의	[('#', 'SW'), ('#', 'SW'), ('점', 'NNB'), ('의', 'JKG')]
1510	##형으로	[('#', 'SW'), ('#', 'SW'), ('형', 'NNG'), ('으로', 'JKB')]
1511	이젠	[('이제', 'NNG'), ('ㄴ', 'JX')]
1512	북한에	[('북한', 'NNP'), ('에', 'JKB')]
1513	사업에	[('사업', 'NNG'), ('에', 'JKB')]
1514	당신의	[('당신', 'NP'), ('의', 'JKG')]
1515	세상에	[('세상', 'NNG'), ('에', 'JKB')]
1516	사고를	[('사고', 'NNG'), ('를', 'JKO')]
1517	수준을	[('수준', 'NNG'), ('을', 'JKO')]
1518	세계의	[('세계', 'NNG'), ('의', 'JKG')]
1519	##들과의	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('과', 'JKB'), ('의', 'JKG')]
1520	##수산	[('#', 'SW'), ('#', 'SW'), ('수사', 'NNP'), ('ㄴ', 'JX')]
1521	##디언	[('#', 'SW'), ('#', 'SW'), ('디어', 'NNP'), ('ㄴ', 'JX')]
1522	##주와	[('#', 'SW'), ('#', 'SW'), ('주', 'NNP'), ('와', 'JC')]
1523	감독의	[('감독', 'NNG'), ('의', 'JKG')]
1524	씨를	[('씨', 'NNB'), ('를', 'JKO')]
1525	##재로	[('#', 'SW'), ('#', 'SW'), ('재', 'NNG'), ('로', 'JKB')]
1526	중국과	[('중국', 'NNP'), ('과', 'JC')]
1527	우려를	[('우려', 'NNG'), ('를', 'JKO')]
1528	##사업을	[('#', 'SW'), ('#', 'SW'), ('사업', 'NNP'), ('을', 'JKO')]
1529	한국에서	[('한국', 'NNP'), ('에서', 'JKB')]
1530	##경에	[('#', 'SW'), ('#', 'SW'), ('경', 'NNP'), ('에', 'JKB')]
1531	##구와	[('#', 'SW'), ('#', 'SW'), ('구', 'NNP'), ('와', 'JC')]
1532	##석의	[('#', 'SW'), ('#', 'SW'), ('석', 'NNP'), ('의', 'JKG')]
1533	시의	[('시', 'NNG'), ('의', 'JKG')]
1534	후보로	[('후보', 'NNG'), ('로', 'JKB')]
1535	##하에	[('#', 'SW'), ('#', 'SW'), ('하', 'NNP'), ('에', 'JKB')]
1536	아이들을	[('아이', 'NNG'), ('들', 'XSN'), ('을', 'JKO')]
1537	방향을	[('방향', 'NNG'), ('을', 'JKO')]
1538	위기를	[('위기', 'NNG'), ('를', 'JKO')]
1539	자체를	[('자체', 'NNG'), ('를', 'JKO')]
1540	국내에서	[('국내', 'NNG'), ('에서', 'JKB')]
1541	##으로도	[('#', 'SW'), ('#', 'SW'), ('으로', 'JKB'), ('도', 'JX')]
1542	병원으로	[('병원', 'NNG'), ('으로', 'JKB')]
1543	말까지	[('말', 'NNG'), ('까지', 'JX')]
1544	##속에	[('#', 'SW'), ('#', 'SW'), ('속', 'NNG'), ('에', 'JKB')]
1545	별도로	[('별도', 'NNG'), ('로', 'JKB')]
1546	경우에	[('경우', 'NNG'), ('에', 'JKB')]
1547	상태를	[('상태', 'NNG'), ('를', 'JKO')]
1548	##청을	[('#', 'SW'), ('#', 'SW'), ('청', 'NNP'), ('을', 'JKO')]
1549	물건을	[('물건', 'NNG'), ('을', 'JKO')]
1550	느낌을	[('느낌', 'NNG'), ('을', 'JKO')]
1551	비판을	[('비판', 'NNG'), ('을', 'JKO')]
1552	##들에게는	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('에게', 'JKB'), ('는', 'JX')]
1553	##층에	[('#', 'SW'), ('#', 'SW'), ('층', 'XSN'), ('에', 'JKB')]
1554	##카와	[('#', 'SW'), ('#', 'SW'), ('카', 'NNP'), ('와', 'JC')]
1555	처음부터	[('처음', 'NNG'), ('부터', 'JX')]
1556	##위원은	[('#', 'SW'), ('#', 'SW'), ('위원', 'NNP'), ('은', 'JX')]
1557	사진은	[('사진', 'NNG'), ('은', 'JX')]
1558	##시장의	[('#', 'SW'), ('#', 'SW'), ('시장', 'NNP'), ('의', 'JKG')]
1559	인상을	[('인상', 'NNG'), ('을', 'JKO')]
1560	측면에서	[('측면', 'NNG'), ('에서', 'JKB')]
1561	##환을	[('#', 'SW'), ('#', 'SW'), ('환', 'NNG'), ('을', 'JKO')]
1562	##신은	[('#', 'SW'), ('#', 'SW'), ('신', 'NNP'), ('은', 'JX')]
1563	##데요	[('#', 'SW'), ('#', 'SW'), ('데', 'NNB'), ('요', 'JX')]
1564	학교에	[('학교', 'NNG'), ('에', 'JKB')]
1565	상품을	[('상품', 'NNG'), ('을', 'JKO')]
1566	##기에서	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('기', 'ETN'), ('에서', 'JKB')]
1567	중도	[('중', 'NNB'), ('도', 'JX')]
1568	규모는	[('규모', 'NNG'), ('는', 'JX')]
1569	저도	[('저', 'NP'), ('도', 'JX')]
1570	##형은	[('#', 'SW'), ('#', 'SW'), ('형', 'NNG'), ('은', 'JX')]
1571	##사들의	[('#', 'SW'), ('#', 'SW'), ('사', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
1572	서울의	[('서울', 'NNP'), ('의', 'JKG')]
1573	##터테인	[('#', 'SW'), ('#', 'SW'), ('터', 'NNB'), ('테이', 'NNP'), ('ㄴ', 'JX')]
1574	수술을	[('수술', 'NNG'), ('을', 'JKO')]
1575	손으로	[('손', 'NNG'), ('으로', 'JKB')]
1576	공연을	[('공연', 'NNG'), ('을', 'JKO')]
1577	삼성전자는	[('삼성전자', 'NNP'), ('는', 'JX')]
1578	전략을	[('전략', 'NNG'), ('을', 'JKO')]
1579	##란을	[('#', 'SW'), ('#', 'SW'), ('란', 'NNP'), ('을', 'JKO')]
1580	자신에게	[('자신', 'NNG'), ('에게', 'JKB')]
1581	##배를	[('#', 'SW'), ('#', 'SW'), ('배', 'NNG'), ('를', 'JKO')]
1582	##우의	[('#', 'SW'), ('#', 'SW'), ('우', 'NNP'), ('의', 'JKG')]
1583	##회와	[('#', 'SW'), ('#', 'SW'), ('회', 'NNB'), ('와', 'JKB')]
1584	박사는	[('박사', 'NNG'), ('는', 'JX')]
1585	구체적으로	[('구체', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
1586	고통을	[('고통', 'NNG'), ('을', 'JKO')]
1587	번째로	[('번', 'NNB'), ('째', 'XSN'), ('로', 'JKB')]
1588	##심으로	[('#', 'SW'), ('#', 'SW'), ('심', 'NNP'), ('으로', 'JKB')]
1589	밤에	[('밤', 'NNG'), ('에', 'JKB')]
1590	국민을	[('국민', 'NNG'), ('을', 'JKO')]
1591	##해진다	[('#', 'SW'), ('#', 'SW'), ('해진', 'NNP'), ('다', 'JX')]
1592	노래를	[('노래', 'NNG'), ('를', 'JKO')]
1593	때의	[('때', 'NNG'), ('의', 'JKG')]
1594	##산에	[('#', 'SW'), ('#', 'SW'), ('산', 'NNG'), ('에', 'JKB')]
1595	일도	[('일', 'NNB'), ('도', 'JX')]
1596	이하의	[('이하', 'NNG'), ('의', 'JKG')]
1597	일자리를	[('일자리', 'NNG'), ('를', 'JKO')]
1598	병원에	[('병원', 'NNG'), ('에', 'JKB')]
1599	전체의	[('전체', 'NNG'), ('의', 'JKG')]
1600	##은행의	[('#', 'SW'), ('#', 'SW'), ('은행', 'NNP'), ('의', 'JKG')]
1601	##한을	[('#', 'SW'), ('#', 'SW'), ('한', 'NNP'), ('을', 'JKO')]
1602	종류의	[('종류', 'NNG'), ('의', 'JKG')]
1603	변호사는	[('변호사', 'NNP'), ('는', 'JX')]
1604	거야	[('거', 'NNB'), ('야', 'JX')]
1605	##습을	[('#', 'SW'), ('#', 'SW'), ('습', 'NNG'), ('을', 'JKO')]
1606	프린	[('프리', 'NNP'), ('ㄴ', 'JX')]
1607	##라와	[('#', 'SW'), ('#', 'SW'), ('라', 'NNG'), ('와', 'JC')]
1608	팀은	[('팀', 'NNG'), ('은', 'JX')]
1609	##석에	[('#', 'SW'), ('#', 'SW'), ('석', 'NNP'), ('에', 'JKB')]
1610	주제로	[('주제', 'NNG'), ('로', 'JKB')]
1611	##태를	[('#', 'SW'), ('#', 'SW'), ('태', 'NNP'), ('를', 'JKO')]
1612	##거리는	[('#', 'SW'), ('#', 'SW'), ('거리', 'NNP'), ('는', 'JX')]
1613	##역으로	[('#', 'SW'), ('#', 'SW'), ('역', 'NNG'), ('으로', 'JKB')]
1614	이씨는	[('이씨', 'NNP'), ('는', 'JX')]
1615	사전에	[('사전', 'NNG'), ('에', 'JKB')]
1616	##언을	[('#', 'SW'), ('#', 'SW'), ('언', 'NNG'), ('을', 'JKO')]
1617	영화를	[('영화', 'NNG'), ('를', 'JKO')]
1618	사건으로	[('사건', 'NNG'), ('으로', 'JKB')]
1619	빠져나	[('빠지', 'VV'), ('어', 'EC'), ('나', 'JX')]
1620	시점에서	[('시점', 'NNG'), ('에서', 'JKB')]
1621	##곳을	[('#', 'SW'), ('#', 'SW'), ('곳', 'NNG'), ('을', 'JKO')]
1622	거리를	[('거리', 'NNG'), ('를', 'JKO')]
1623	##청의	[('#', 'SW'), ('#', 'SW'), ('청', 'NNP'), ('의', 'JKG')]
1624	##별로는	[('#', 'SW'), ('#', 'SW'), ('별', 'XSN'), ('로', 'JKB'), ('는', 'JX')]
1625	태도를	[('태도', 'NNG'), ('를', 'JKO')]
1626	##냐는	[('#', 'SW'), ('#', 'SW'), ('냐', 'NNG'), ('는', 'JX')]
1627	##까지만	[('#', 'SW'), ('#', 'SW'), ('까지', 'JX'), ('만', 'JX')]
1628	미국을	[('미국', 'NNP'), ('을', 'JKO')]
1629	##액의	[('#', 'SW'), ('#', 'SW'), ('액', 'NNG'), ('의', 'JKG')]
1630	총리의	[('총리', 'NNG'), ('의', 'JKG')]
1631	##금으로	[('#', 'SW'), ('#', 'SW'), ('금', 'NNG'), ('으로', 'JKB')]
1632	어디서	[('어디', 'NP'), ('서', 'JKB')]
1633	물에	[('물', 'NNG'), ('에', 'JKB')]
1634	나라를	[('나라', 'NNG'), ('를', 'JKO')]
1635	타격을	[('타격', 'NNG'), ('을', 'JKO')]
1636	##소와	[('#', 'SW'), ('#', 'SW'), ('소', 'NNP'), ('와', 'JC')]
1637	어머니는	[('어머니', 'NNG'), ('는', 'JX')]
1638	##임에도	[('#', 'SW'), ('#', 'SW'), ('임', 'NNP'), ('에', 'JKB'), ('도', 'JX')]
1639	법원은	[('법원', 'NNG'), ('은', 'JX')]
1640	##당국은	[('#', 'SW'), ('#', 'SW'), ('당국', 'NNG'), ('은', 'JX')]
1641	이후에도	[('이후', 'NNG'), ('에', 'JKB'), ('도', 'JX')]
1642	논란을	[('논란', 'NNG'), ('을', 'JKO')]
1643	원인을	[('원인', 'NNG'), ('을', 'JKO')]
1644	영향으로	[('영향', 'NNG'), ('으로', 'JKB')]
1645	때에는	[('때', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
1646	##식과	[('#', 'SW'), ('#', 'SW'), ('식', 'NNB'), ('과', 'JKB')]
1647	##감에	[('#', 'SW'), ('#', 'SW'), ('감', 'NNG'), ('에', 'JKB')]
1648	##당에서	[('#', 'SW'), ('#', 'SW'), ('당', 'NNP'), ('에서', 'JKB')]
1649	##점과	[('#', 'SW'), ('#', 'SW'), ('점', 'NNB'), ('과', 'JKB')]
1650	수를	[('수', 'NNB'), ('를', 'JKO')]
1651	##원들은	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('들', 'XSN'), ('은', 'JX')]
1652	다수의	[('다수', 'NNG'), ('의', 'JKG')]
1653	##파의	[('#', 'SW'), ('#', 'SW'), ('파', 'NNP'), ('의', 'JKG')]
1654	##어와	[('#', 'SW'), ('#', 'SW'), ('어', 'NNG'), ('와', 'JC')]
1655	데이터를	[('데이터', 'NNG'), ('를', 'JKO')]
1656	국민들의	[('국민', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
1657	##법의	[('#', 'SW'), ('#', 'SW'), ('법', 'NNG'), ('의', 'JKG')]
1658	가족과	[('가족', 'NNG'), ('과', 'JC')]
1659	무언	[('무엇', 'NP'), ('ㄴ', 'JX')]
1660	##게는	[('#', 'SW'), ('#', 'SW'), ('게', 'NNG'), ('는', 'JX')]
1661	중국에서	[('중국', 'NNP'), ('에서', 'JKB')]
1662	한국을	[('한국', 'NNP'), ('을', 'JKO')]
1663	논의를	[('논의', 'NNG'), ('를', 'JKO')]
1664	##위원회에	[('#', 'SW'), ('#', 'SW'), ('위원회', 'NNP'), ('에', 'JKB')]
1665	대표를	[('대표', 'NNG'), ('를', 'JKO')]
1666	##장에게	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('에게', 'JKB')]
1667	연구를	[('연구', 'NNG'), ('를', 'JKO')]
1668	##통은	[('#', 'SW'), ('#', 'SW'), ('통', 'NNB'), ('은', 'JX')]
1669	위치를	[('위치', 'NNG'), ('를', 'JKO')]
1670	중에서도	[('중', 'NNB'), ('에서', 'JKB'), ('도', 'JX')]
1671	성장을	[('성장', 'NNG'), ('을', 'JKO')]
1672	거래를	[('거래', 'NNG'), ('를', 'JKO')]
1673	##는데도	[('#', 'SW'), ('#', 'SW'), ('는', 'JX'), ('데', 'NNB'), ('도', 'JX')]
1674	##역의	[('#', 'SW'), ('#', 'SW'), ('역', 'NNG'), ('의', 'JKG')]
1675	시대에	[('시대', 'NNG'), ('에', 'JKB')]
1676	발을	[('발', 'NNG'), ('을', 'JKO')]
1677	입장에서	[('입장', 'NNG'), ('에서', 'JKB')]
1678	미래에	[('미래', 'NNG'), ('에', 'JKB')]
1679	##산은	[('#', 'SW'), ('#', 'SW'), ('산', 'NNG'), ('은', 'JX')]
1680	독일의	[('독일', 'NNP'), ('의', 'JKG')]
1681	약간의	[('약간', 'NNG'), ('의', 'JKG')]
1682	##기에는	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('기', 'ETN'), ('에', 'JKB'), ('는', 'JX')]
1683	전쟁을	[('전쟁', 'NNG'), ('을', 'JKO')]
1684	민주당은	[('민주당', 'NNP'), ('은', 'JX')]
1685	여성은	[('여성', 'NNG'), ('은', 'JX')]
1686	그다	[('그', 'NP'), ('다', 'JX')]
1687	##아는	[('#', 'SW'), ('#', 'SW'), ('아', 'NNP'), ('는', 'JX')]
1688	##에요	[('#', 'SW'), ('#', 'SW'), ('에', 'JKB'), ('요', 'JX')]
1689	아버지는	[('아버지', 'NNG'), ('는', 'JX')]
1690	초점을	[('초점', 'NNG'), ('을', 'JKO')]
1691	언론에	[('언론', 'NNG'), ('에', 'JKB')]
1692	나은	[('나', 'NP'), ('은', 'JX')]
1693	##오를	[('#', 'SW'), ('#', 'SW'), ('오', 'NNP'), ('를', 'JKO')]
1694	##안으로	[('#', 'SW'), ('#', 'SW'), ('안', 'NNP'), ('으로', 'JKB')]
1695	법안을	[('법안', 'NNG'), ('을', 'JKO')]
1696	발전을	[('발전', 'NNG'), ('을', 'JKO')]
1697	총을	[('총', 'NNG'), ('을', 'JKO')]
1698	##박물	[('#', 'SW'), ('#', 'SW'), ('박무', 'NNP'), ('ㄹ', 'JKO')]
1699	이후에는	[('이후', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
1700	요구를	[('요구', 'NNG'), ('를', 'JKO')]
1701	##경찰서는	[('#', 'SW'), ('#', 'SW'), ('경찰서', 'NNP'), ('는', 'JX')]
1702	##건에	[('#', 'SW'), ('#', 'SW'), ('건', 'NNB'), ('에', 'JKB')]
1703	국회에	[('국회', 'NNG'), ('에', 'JKB')]
1704	보고서에	[('보고서', 'NNG'), ('에', 'JKB')]
1705	질문을	[('질문', 'NNG'), ('을', 'JKO')]
1706	달러의	[('달러', 'NNB'), ('의', 'JKG')]
1707	무료로	[('무료', 'NNG'), ('로', 'JKB')]
1708	학교에서	[('학교', 'NNG'), ('에서', 'JKB')]
1709	##셀로	[('#', 'SW'), ('#', 'SW'), ('셀', 'NNG'), ('로', 'JKB')]
1710	골을	[('골', 'NNG'), ('을', 'JKO')]
1711	상처를	[('상처', 'NNG'), ('를', 'JKO')]
1712	밖에서	[('밖', 'NNG'), ('에서', 'JKB')]
1713	##추는	[('#', 'SW'), ('#', 'SW'), ('추', 'NNP'), ('는', 'JX')]
1714	정도는	[('정도', 'NNG'), ('는', 'JX')]
1715	##억원에	[('#', 'SW'), ('#', 'SW'), ('억', 'NR'), ('원', 'NNB'), ('에', 'JKB')]
1716	명령을	[('명령', 'NNG'), ('을', 'JKO')]
1717	측의	[('측', 'NNB'), ('의', 'JKG')]
1718	##백을	[('#', 'SW'), ('#', 'SW'), ('백', 'NNP'), ('을', 'JKO')]
1719	##면에서	[('#', 'SW'), ('#', 'SW'), ('면', 'NNG'), ('에서', 'JKB')]
1720	합의를	[('합의', 'NNG'), ('를', 'JKO')]
1721	사로	[('사', 'NNG'), ('로', 'JKB')]
1722	얘기다	[('얘기', 'NNG'), ('다', 'JX')]
1723	입장에서는	[('입장', 'NNG'), ('에서', 'JKB'), ('는', 'JX')]
1724	##격으로	[('#', 'SW'), ('#', 'SW'), ('격', 'NNB'), ('으로', 'JKB')]
1725	성명을	[('성명', 'NNG'), ('을', 'JKO')]
1726	공식적으로	[('공식', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
1727	시대의	[('시대', 'NNG'), ('의', 'JKG')]
1728	눈물을	[('눈물', 'NNG'), ('을', 'JKO')]
1729	자체는	[('자체', 'NNG'), ('는', 'JX')]
1730	수익을	[('수익', 'NNG'), ('을', 'JKO')]
1731	학생들의	[('학생', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
1732	걸로	[('것', 'NNB'), ('로', 'JKB')]
1733	일각에서는	[('일각', 'NNG'), ('에서', 'JKB'), ('는', 'JX')]
1734	방송을	[('방송', 'NNG'), ('을', 'JKO')]
1735	일본에서	[('일본', 'NNP'), ('에서', 'JKB')]
1736	##방에서	[('#', 'SW'), ('#', 'SW'), ('방', 'NNG'), ('에서', 'JKB')]
1737	후에는	[('후', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
1738	##터는	[('#', 'SW'), ('#', 'SW'), ('터', 'NNB'), ('는', 'JX')]
1739	차원의	[('차원', 'NNG'), ('의', 'JKG')]
1740	에게	[('에게', 'JKB')]
1741	권리를	[('권리', 'NNG'), ('를', 'JKO')]
1742	경기에	[('경기', 'NNG'), ('에', 'JKB')]
1743	보고서는	[('보고서', 'NNG'), ('는', 'JX')]
1744	군은	[('군', 'NNG'), ('은', 'JX')]
1745	신청을	[('신청', 'NNG'), ('을', 'JKO')]
1746	오늘의	[('오늘', 'NNG'), ('의', 'JKG')]
1747	무기를	[('무기', 'NNG'), ('를', 'JKO')]
1748	우리나라의	[('우리나라', 'NNP'), ('의', 'JKG')]
1749	##층을	[('#', 'SW'), ('#', 'SW'), ('층', 'XSN'), ('을', 'JKO')]
1750	검사를	[('검사', 'NNG'), ('를', 'JKO')]
1751	판사는	[('판사', 'NNP'), ('는', 'JX')]
1752	우리에게	[('우리', 'NP'), ('에게', 'JKB')]
1753	##로에	[('#', 'SW'), ('#', 'SW'), ('로', 'JKB'), ('에', 'JKB')]
1754	전체적으로	[('전체', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
1755	##진과	[('#', 'SW'), ('#', 'SW'), ('진', 'NNP'), ('과', 'JC')]
1756	갈등을	[('갈등', 'NNG'), ('을', 'JKO')]
1757	문제와	[('문제', 'NNG'), ('와', 'JC')]
1758	##니를	[('#', 'SW'), ('#', 'SW'), ('니', 'NP'), ('를', 'JKO')]
1759	조건을	[('조건', 'NNG'), ('을', 'JKO')]
1760	##생활을	[('#', 'SW'), ('#', 'SW'), ('생활', 'NNG'), ('을', 'JKO')]
1761	보고서를	[('보고서', 'NNG'), ('를', 'JKO')]
1762	##만원의	[('#', 'SW'), ('#', 'SW'), ('만원', 'NNP'), ('의', 'JKG')]
1763	결론을	[('결론', 'NNG'), ('을', 'JKO')]
1764	그건	[('그것', 'NP'), ('ㄴ', 'JX')]
1765	##만원으로	[('#', 'SW'), ('#', 'SW'), ('만원', 'NNP'), ('으로', 'JKB')]
1766	##로서의	[('#', 'SW'), ('#', 'SW'), ('로서', 'JKB'), ('의', 'JKG')]
1767	경쟁을	[('경쟁', 'NNG'), ('을', 'JKO')]
1768	##욕을	[('#', 'SW'), ('#', 'SW'), ('욕', 'NNG'), ('을', 'JKO')]
1769	트렌	[('트레', 'NNG'), ('ㄴ', 'JX')]
1770	중심의	[('중심', 'NNG'), ('의', 'JKG')]
1771	나에게	[('나', 'NP'), ('에게', 'JKB')]
1772	##담으로	[('#', 'SW'), ('#', 'SW'), ('담', 'NNG'), ('으로', 'JKB')]
1773	공간을	[('공간', 'NNG'), ('을', 'JKO')]
1774	##음에	[('#', 'SW'), ('#', 'SW'), ('음', 'NNG'), ('에', 'JKB')]
1775	상황은	[('상황', 'NNG'), ('은', 'JX')]
1776	##주의를	[('#', 'SW'), ('#', 'SW'), ('주의', 'NNP'), ('를', 'JKO')]
1777	상태에	[('상태', 'NNG'), ('에', 'JKB')]
1778	##연의	[('#', 'SW'), ('#', 'SW'), ('연', 'NNP'), ('의', 'JKG')]
1779	##만으로도	[('#', 'SW'), ('#', 'SW'), ('만', 'NNP'), ('으로', 'JKB'), ('도', 'JX')]
1780	세계를	[('세계', 'NNG'), ('를', 'JKO')]
1781	모습은	[('모습', 'NNG'), ('은', 'JX')]
1782	검찰의	[('검찰', 'NNG'), ('의', 'JKG')]
1783	가족의	[('가족', 'NNG'), ('의', 'JKG')]
1784	##셔널	[('#', 'SW'), ('#', 'SW'), ('시', 'VA'), ('어', 'EC'), ('너', 'NP'), ('ㄹ', 'JKO')]
1785	아래로	[('아래', 'NNG'), ('로', 'JKB')]
1786	##의로	[('#', 'SW'), ('#', 'SW'), ('의', 'NNG'), ('로', 'JKB')]
1787	아버지의	[('아버지', 'NNG'), ('의', 'JKG')]
1788	##권과	[('#', 'SW'), ('#', 'SW'), ('권', 'NNP'), ('과', 'JC')]
1789	시에	[('시', 'NNB'), ('에', 'JKB')]
1790	##링을	[('#', 'SW'), ('#', 'SW'), ('링', 'NNG'), ('을', 'JKO')]
1791	그것도	[('그것', 'NP'), ('도', 'JX')]
1792	선거에서	[('선거', 'NNG'), ('에서', 'JKB')]
1793	##로서는	[('#', 'SW'), ('#', 'SW'), ('로서', 'JKB'), ('는', 'JX')]
1794	##력도	[('#', 'SW'), ('#', 'SW'), ('력', 'NNG'), ('도', 'JX')]
1795	다음에	[('다음', 'NNG'), ('에', 'JKB')]
1796	##시간을	[('#', 'SW'), ('#', 'SW'), ('시간', 'NNG'), ('을', 'JKO')]
1797	##질의	[('#', 'SW'), ('#', 'SW'), ('질', 'XSN'), ('의', 'JKG')]
1798	조사에서	[('조사', 'NNG'), ('에서', 'JKB')]
1799	##실과	[('#', 'SW'), ('#', 'SW'), ('실', 'NNP'), ('과', 'JC')]
1800	선을	[('선', 'NNG'), ('을', 'JKO')]
1801	학생들은	[('학생', 'NNG'), ('들', 'XSN'), ('은', 'JX')]
1802	그림을	[('그림', 'NNG'), ('을', 'JKO')]
1803	##교를	[('#', 'SW'), ('#', 'SW'), ('교', 'NNG'), ('를', 'JKO')]
1804	지적도	[('지적', 'NNG'), ('도', 'JX')]
1805	가족을	[('가족', 'NNG'), ('을', 'JKO')]
1806	##시장에	[('#', 'SW'), ('#', 'SW'), ('시장', 'NNP'), ('에', 'JKB')]
